[27-11-22 15:27:48.939] LOG  : General     , 1669591668939> cachedir set to "C:\Users\egbig\Zomboid".
[27-11-22 15:27:48.945] LOG  : General     , 1669591668945> 27-11-2022 15:27:48.
[27-11-22 15:27:48.945] LOG  : General     , 1669591668945> cachedir is "C:\Users\egbig\Zomboid".
[27-11-22 15:27:48.945] LOG  : General     , 1669591668945> LogFileDir is "C:\Users\egbig\Zomboid\Logs".
[27-11-22 15:27:48.946] LOG  : General     , 1669591668946> ===== System specs =====.
[27-11-22 15:27:48.947] LOG  : General     , 1669591668947> OS: Windows 10, version: 10.0, arch: amd64.
[27-11-22 15:27:48.949] LOG  : General     , 1669591668949> Processor: AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD.
[27-11-22 15:27:48.949] LOG  : General     , 1669591668949> Processor cores: 16.
[27-11-22 15:27:48.950] LOG  : General     , 1669591668950> Available processors (cores): 16.
[27-11-22 15:27:48.952] LOG  : General     , 1669591668952> Memory free: 489.19647 MB.
[27-11-22 15:27:48.952] LOG  : General     , 1669591668952> Memory max: 3072.0 MB.
[27-11-22 15:27:48.953] LOG  : General     , 1669591668953> Memory  total available to JVM: 512.0 MB.
[27-11-22 15:27:48.956] LOG  : General     , 1669591668956> C:\, Total: 930.8997 GB, Free: 208.2235 GB.
[27-11-22 15:27:49.063] LOG  : General     , 1669591669063> Mobo = [Product=X570 AORUS ELITE WIFI].
[27-11-22 15:27:49.163] LOG  : General     , 1669591669163> CPU = [Manufacturer=AuthenticAMD,MaxClockSpeed=3801,Name=AMD Ryzen 7 5800X 8-Core Processor].
[27-11-22 15:27:49.271] LOG  : General     , 1669591669271> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.2698,Name=NVIDIA GeForce RTX 3070 Ti].
[27-11-22 15:27:49.380] LOG  : General     , 1669591669380> VideoMode = [VideoModeDescription=3840 x 2160 x 4294967296 colors].
[27-11-22 15:27:49.488] LOG  : General     , 1669591669488> Sound = { [Manufacturer=Microsoft,Name=USB Audio 2.0], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=NVIDIA,Name=NVIDIA Broadcast], [Manufacturer=(Generic USB Audio),Name=USB Audio Device] }.
[27-11-22 15:27:49.593] LOG  : General     , 1669591669593> Memory RAM = { [Capacity=17179869184,Manufacturer=Unknown], [Capacity=17179869184,Manufacturer=Unknown] }.
[27-11-22 15:27:49.593] LOG  : General     , 1669591669593> ========================.
[27-11-22 15:27:49.594] LOG  : General     , 1669591669594> -- listing properties --.
[27-11-22 15:27:49.594] LOG  : General     , 1669591669594> java.specification.version=17.
[27-11-22 15:27:49.594] LOG  : General     , 1669591669594> sun.cpu.isalist=amd64.
[27-11-22 15:27:49.595] LOG  : General     , 1669591669595> sun.jnu.encoding=Cp1252.
[27-11-22 15:27:49.595] LOG  : General     , 1669591669595> java.class.path=.;commons-compress-1.18.jar;istack-co....
[27-11-22 15:27:49.595] LOG  : General     , 1669591669595> java.vm.vendor=Azul Systems, Inc..
[27-11-22 15:27:49.595] LOG  : General     , 1669591669595> sun.arch.data.model=64.
[27-11-22 15:27:49.595] LOG  : General     , 1669591669595> user.variant=.
[27-11-22 15:27:49.596] LOG  : General     , 1669591669596> java.vendor.url=http://www.azul.com/.
[27-11-22 15:27:49.596] LOG  : General     , 1669591669596> user.timezone=America/Los_Angeles.
[27-11-22 15:27:49.596] LOG  : General     , 1669591669596> zomboid.steam=1.
[27-11-22 15:27:49.596] LOG  : General     , 1669591669596> java.vm.specification.version=17.
[27-11-22 15:27:49.597] LOG  : General     , 1669591669597> os.name=Windows 10.
[27-11-22 15:27:49.597] LOG  : General     , 1669591669597> user.country=US.
[27-11-22 15:27:49.597] LOG  : General     , 1669591669597> sun.boot.library.path=C:\Program Files (x86)\Steam\steamapp....
[27-11-22 15:27:49.597] LOG  : General     , 1669591669597> zomboid.znetlog=1.
[27-11-22 15:27:49.597] LOG  : General     , 1669591669597> jdk.debug=release.
[27-11-22 15:27:49.598] LOG  : General     , 1669591669598> sun.cpu.endian=little.
[27-11-22 15:27:49.598] LOG  : General     , 1669591669598> user.home=C:\Users\egbig.
[27-11-22 15:27:49.598] LOG  : General     , 1669591669598> user.language=en.
[27-11-22 15:27:49.598] LOG  : General     , 1669591669598> java.specification.vendor=Oracle Corporation.
[27-11-22 15:27:49.598] LOG  : General     , 1669591669598> java.version.date=2021-10-19.
[27-11-22 15:27:49.599] LOG  : General     , 1669591669599> java.home=C:\Program Files (x86)\Steam\steamapp....
[27-11-22 15:27:49.599] LOG  : General     , 1669591669599> file.separator=\.
[27-11-22 15:27:49.599] LOG  : General     , 1669591669599> java.vm.compressedOopsMode=Zero based.
[27-11-22 15:27:49.599] LOG  : General     , 1669591669599> line.separator=.
[27-11-22 15:27:49.600] LOG  : General     , 1669591669599> java.vm.specification.vendor=Oracle Corporation.
[27-11-22 15:27:49.600] LOG  : General     , 1669591669600> java.specification.name=Java Platform API Specification.
[27-11-22 15:27:49.600] LOG  : General     , 1669591669600> java.awt.headless=true.
[27-11-22 15:27:49.600] LOG  : General     , 1669591669600> user.script=.
[27-11-22 15:27:49.600] LOG  : General     , 1669591669600> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[27-11-22 15:27:49.601] LOG  : General     , 1669591669601> java.runtime.version=17.0.1+12-LTS.
[27-11-22 15:27:49.601] LOG  : General     , 1669591669601> user.name=egbig.
[27-11-22 15:27:49.601] LOG  : General     , 1669591669601> path.separator=;.
[27-11-22 15:27:49.602] LOG  : General     , 1669591669602> os.version=10.0.
[27-11-22 15:27:49.602] LOG  : General     , 1669591669602> java.runtime.name=OpenJDK Runtime Environment.
[27-11-22 15:27:49.602] LOG  : General     , 1669591669602> file.encoding=Cp1252.
[27-11-22 15:27:49.602] LOG  : General     , 1669591669602> java.vm.name=OpenJDK 64-Bit Server VM.
[27-11-22 15:27:49.602] LOG  : General     , 1669591669602> java.vendor.version=Zulu17.30+15-CA.
[27-11-22 15:27:49.603] LOG  : General     , 1669591669603> java.vendor.url.bug=http://www.azul.com/support/.
[27-11-22 15:27:49.603] LOG  : General     , 1669591669603> java.io.tmpdir=C:\Users\egbig\AppData\Local\Temp\.
[27-11-22 15:27:49.603] LOG  : General     , 1669591669603> java.version=17.0.1.
[27-11-22 15:27:49.603] LOG  : General     , 1669591669603> user.dir=C:\Program Files (x86)\Steam\steamapp....
[27-11-22 15:27:49.603] LOG  : General     , 1669591669603> os.arch=amd64.
[27-11-22 15:27:49.604] LOG  : General     , 1669591669604> java.vm.specification.name=Java Virtual Machine Specification.
[27-11-22 15:27:49.604] LOG  : General     , 1669591669604> sun.os.patch.level=.
[27-11-22 15:27:49.604] LOG  : General     , 1669591669604> native.encoding=Cp1252.
[27-11-22 15:27:49.604] LOG  : General     , 1669591669604> java.library.path=win64/;..
[27-11-22 15:27:49.604] LOG  : General     , 1669591669604> java.vm.info=mixed mode, sharing.
[27-11-22 15:27:49.605] LOG  : General     , 1669591669605> java.vendor=Azul Systems, Inc..
[27-11-22 15:27:49.605] LOG  : General     , 1669591669605> java.vm.version=17.0.1+12-LTS.
[27-11-22 15:27:49.605] LOG  : General     , 1669591669605> sun.io.unicode.encoding=UnicodeLittle.
[27-11-22 15:27:49.605] LOG  : General     , 1669591669605> java.class.version=61.0.
[27-11-22 15:27:49.605] LOG  : General     , 1669591669605> -----.
[27-11-22 15:27:49.606] LOG  : General     , 1669591669606> version=41.78.12 demo=false.
[27-11-22 15:27:49.880] LOG  : General     , 1669591669880> LightingFPS set to 15.
[27-11-22 15:27:49.881] LOG  : General     , 1669591669881> [javafmodJNI] Init: Start.
[27-11-22 15:27:49.884] LOG  : General     , 1669591669884> [javafmodJNI] Init: WIN 64.
[27-11-22 15:27:49.904] LOG  : General     , 1669591669904> 1669591669902 fmod: Java loging: OK.
[27-11-22 15:27:49.904] LOG  : General     , 1669591669904> closest width=640 freq=59.
[27-11-22 15:27:49.905] LOG  : General     , 1669591669905> closest width=640 freq=60.
[27-11-22 15:27:49.905] LOG  : General     , 1669591669905> closest width=640 freq=144.
[27-11-22 15:27:49.905] LOG  : General     , 1669591669905> closest width=720 freq=59.
[27-11-22 15:27:49.905] LOG  : General     , 1669591669905> closest width=720 freq=60.
[27-11-22 15:27:49.905] LOG  : General     , 1669591669905> closest width=720 freq=144.
[27-11-22 15:27:49.906] LOG  : General     , 1669591669906> closest width=800 freq=60.
[27-11-22 15:27:49.906] LOG  : General     , 1669591669906> closest width=800 freq=144.
[27-11-22 15:27:49.906] LOG  : General     , 1669591669906> closest width=1176 freq=59.
[27-11-22 15:27:49.906] LOG  : General     , 1669591669906> closest width=1176 freq=60.
[27-11-22 15:27:49.906] LOG  : General     , 1669591669906> closest width=1280 freq=59.
[27-11-22 15:27:49.907] LOG  : General     , 1669591669907> closest width=1280 freq=60.
[27-11-22 15:27:49.907] LOG  : General     , 1669591669907> closest width=1280 freq=144.
[27-11-22 15:27:49.907] LOG  : General     , 1669591669907> closest width=1360 freq=59.
[27-11-22 15:27:49.907] LOG  : General     , 1669591669907> closest width=1360 freq=60.
[27-11-22 15:27:49.907] LOG  : General     , 1669591669907> closest width=1360 freq=144.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1366 freq=59.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1366 freq=60.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1366 freq=144.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1600 freq=59.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1600 freq=60.
[27-11-22 15:27:49.908] LOG  : General     , 1669591669908> closest width=1600 freq=144.
[27-11-22 15:27:49.909] LOG  : General     , 1669591669909> closest width=1680 freq=59.
[27-11-22 15:27:49.909] LOG  : General     , 1669591669909> closest width=1680 freq=60.
[27-11-22 15:27:49.909] LOG  : General     , 1669591669909> closest width=1680 freq=144.
[27-11-22 15:27:49.909] LOG  : General     , 1669591669909> closest width=1920 freq=59.
[27-11-22 15:27:49.909] LOG  : General     , 1669591669909> closest width=1920 freq=60.
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> closest width=1920 freq=144.
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> 1669591669910 fmod: FMOD::Studio::System::create() result: No errors..
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> closest width=2048 freq=60.
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> 1669591669910 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> closest width=2048 freq=95.
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> 1669591669910 fmod: FMOD_System_GetVersion() result: No errors..
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> closest width=2048 freq=144.
[27-11-22 15:27:49.910] LOG  : General     , 1669591669910> 1669591669910 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[27-11-22 15:27:49.911] LOG  : General     , 1669591669910> closest width=2560 freq=60.
[27-11-22 15:27:49.911] LOG  : General     , 1669591669911> 1669591669911 fmod: System Create: OK.
[27-11-22 15:27:49.911] LOG  : General     , 1669591669911> closest width=2560 freq=95.
[27-11-22 15:27:49.911] LOG  : General     , 1669591669911> 1669591669911 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[27-11-22 15:27:49.911] LOG  : General     , 1669591669911> closest width=2560 freq=144.
[27-11-22 15:27:49.911] LOG  : General     , 1669591669911> closest width=3840 freq=60.
[27-11-22 15:27:49.912] LOG  : General     , 1669591669911> closest width=3840 freq=95.
[27-11-22 15:27:49.952] LOG  : General     , 1669591669952> 1669591669952 fmod: FMOD::Studio::System::Initialize() result: No errors..
[27-11-22 15:27:49.952] LOG  : General     , 1669591669952> 1669591669952 fmod: Creating DSP for capture sound.
[27-11-22 15:27:49.952] LOG  : General     , 1669591669952> 1669591669952 fmod: FMOD_System_CreateDSP() result: No errors..
[27-11-22 15:27:49.953] LOG  : General     , 1669591669953> 1669591669953 fmod: FMOD_DSP_SetBypass() result: No errors..
[27-11-22 15:27:49.953] LOG  : General     , 1669591669953> 1669591669953 fmod: FMOD_System_GetMasterChannelGroup() result: No errors..
[27-11-22 15:27:49.953] LOG  : General     , 1669591669953> 1669591669953 fmod: FMOD_ChannelGroup_AddDSP() result: No errors..
[27-11-22 15:27:49.953] LOG  : General     , 1669591669953> 1669591669953 fmod: FMOD_System_Set3DSettings() result: No errors..
[27-11-22 15:27:50.224] LOG  : General     , 1669591670224> GraphicsCard: NVIDIA Corporation NVIDIA GeForce RTX 3070 Ti/PCIe/SSE2.
[27-11-22 15:27:50.224] LOG  : General     , 1669591670224> OpenGL version: 4.6.0 NVIDIA 526.98.
[27-11-22 15:27:50.224] LOG  : General     , 1669591670224> Desktop resolution 3840x2160.
[27-11-22 15:27:50.226] LOG  : General     , 1669591670226> Initial resolution 3840x2160 fullScreen=true.
[27-11-22 15:27:50.227] LOG  : General     , 1669591670227> OpenGL 1.5 buffer objects supported.
[27-11-22 15:27:50.228] LOG  : General     , 1669591670228> VSync: OFF.
[27-11-22 15:27:50.242] LOG  : General     , 1669591670242> NVIDIA: current available GPU memory is 6708 MB.
[27-11-22 15:27:50.242] LOG  : General     , 1669591670242> NVIDIA: dedicated available GPU memory is 8192 MB.
[27-11-22 15:27:50.243] LOG  : General     , 1669591670243> NVIDIA: total available GPU memory is 8192 MB.
[27-11-22 15:28:00.845] LOG  : General     , 1669591680845> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[27-11-22 15:28:00.849] LOG  : General     , 1669591680849> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[27-11-22 15:28:00.862] WARN : General     , 1669591680862> TextManager.Init> font "MediumNew" not found in fonts.txt.
[27-11-22 15:28:00.862] WARN : General     , 1669591680862> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[27-11-22 15:28:00.863] WARN : General     , 1669591680863> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[27-11-22 15:28:00.863] WARN : General     , 1669591680863> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[27-11-22 15:28:00.866] LOG  : General     , 1669591680866> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[27-11-22 15:28:00.883] WARN : General     , 1669591680883> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[27-11-22 15:28:00.997] LOG  : General     , 1669591680997> Loading networking libraries....
[27-11-22 15:28:00.998] LOG  : General     , 1669591680998> Loading steam_api64....
[27-11-22 15:28:00.999] LOG  : General     , 1669591680999> Loading RakNet64....
[27-11-22 15:28:01.001] LOG  : General     , 1669591681001> Loading ZNetJNI64....
[27-11-22 15:28:01.122] LOG  : Network     , 1669591681122> [27-11-22 15:28:01.122] > ZNet: SetLogLevel 2.
[27-11-22 15:28:01.123] LOG  : Network     , 1669591681123> [27-11-22 15:28:01.123] > ZNet: SteamAPI initialised successfully.
[27-11-22 15:28:01.123] LOG  : General     , 1669591681123> SteamUtils initialised successfully.
[27-11-22 15:28:01.244] LOG  : General     , 1669591681244> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[27-11-22 15:28:01.245] LOG  : General     , 1669591681245> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[27-11-22 15:28:01.248] WARN : General     , 1669591681248> TextManager.Init> font "MediumNew" not found in fonts.txt.
[27-11-22 15:28:01.248] WARN : General     , 1669591681248> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[27-11-22 15:28:01.249] WARN : General     , 1669591681249> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[27-11-22 15:28:01.249] WARN : General     , 1669591681249> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[27-11-22 15:28:01.249] LOG  : General     , 1669591681249> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[27-11-22 15:28:01.257] WARN : General     , 1669591681257> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[27-11-22 15:28:01.287] LOG  : General     , 1669591681287> translator: language is EN.
[27-11-22 15:28:01.391] LOG  : General     , 1669591681391> texturepack: loading UI.
[27-11-22 15:28:01.410] LOG  : General     , 1669591681410> texturepack: loading UI2.
[27-11-22 15:28:01.423] LOG  : General     , 1669591681422> texturepack: loading IconsMoveables.
[27-11-22 15:28:01.424] LOG  : General     , 1669591681424> texturepack: loading RadioIcons.
[27-11-22 15:28:01.425] LOG  : General     , 1669591681425> texturepack: loading ApComUI.
[27-11-22 15:28:01.426] LOG  : General     , 1669591681426> texturepack: loading Mechanics.
[27-11-22 15:28:01.431] LOG  : General     , 1669591681431> texturepack: loading WeatherFx.
[27-11-22 15:28:03.095] WARN : Recipe      , 1669591683095> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[27-11-22 15:28:03.097] WARN : Sound       , 1669591683097> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[27-11-22 15:28:03.097] WARN : Sound       , 1669591683097> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[27-11-22 15:28:03.097] WARN : Sound       , 1669591683097> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36".
[27-11-22 15:28:03.098] WARN : Sound       , 1669591683098> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling".
[27-11-22 15:28:03.099] WARN : Sound       , 1669591683099> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock".
[27-11-22 15:28:03.099] WARN : Sound       , 1669591683099> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime".
[27-11-22 15:28:03.099] WARN : Sound       , 1669591683099> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime".
[27-11-22 15:28:03.099] WARN : Sound       , 1669591683099> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing".
